Comment,Cleaned_Text
"Sepsnjang nonton cuma bisa bilang ""apa coba tiara""😌😌",sepsnjang nonton bilang coba tiara
"Bikin cerita fantasi kak nad. Seru juga kayaknya kalo kak nadia cerita fantasi. Karangan kak nadia dan team, atau juga bisa dari teman2.",bikin cerita fantasi kak nad seru kayak kalo kak nadia cerita fantasi karang kak nadia team teman
"""Kau disana aku di seberang mu"" 😭",kau sana seberang mu
Ha ha seru cerita nya ❤😂 mbak mimin nya nge gass kalau bilang ngan nteng banget 🤩🤣🙏✌️❤,ha ha seru cerita mbak mimin nge gass bilang ngan nteng banget
"1 yg ad d pikiranku skrg 
Kasian sm suami ny tiara",ad pikir kasi suami ny tiara
"sumpah ini cerita seru bgtt, campur aduk rasanya pas dengerin antara kesel, terharu, baper.",sumpah cerita seru bgtt campur aduk pas dengerin kesel haru baper
Make tuh si tiara,make si tiara
Aku suka kkak ❤❤,suka kkak
"Setau sy, mungkin org bunian itu kak nadia",tau orang bunian kak nadia
Kok aneh ya… klian kok pd pecaya sm cerita ini.. Klo emng nyata adanya! 😒,aneh klian pd pecaya cerita kalo emng nyata
Nnton yg ke sekian kali nya di tahun 2025 🙌🏻,nonton sekian kali
Pengen tau kabar anak kembarnya butuh part 2 ga sihh😢😢😢😢,ken tau kabar anak kembar butuh sihh
Kalo ikut di pangeran dari awal gimana yah?,kalo pangeran gimana
Pangeran bilek:😂😭,pangeran bilek
Ini kah cerita kak SUCI yang di denny sumargo,cerita kak suci denny sumargo
Agak ga logis 😢,logis
"bru nonton di 2025 gpp kan,, gw tiap mimpi ketemu orng trus mukanya jelas pasti ngrasa janggal aneh aja gitu,, jadi gw kalo mimpi tuh kaya feeling doang😭 kaya gw di mimpi ketemu orng mukanya ga jelas tapi gw punya ingatan ntah orang papasan ntah ketemu sekedar kenalan gitu tapi di rl kdng kebawa mimpi tapi emng di mimpi tuh ketemu orng gajelas blur gitu orngnya jadi sebenernya kaya lagi ngarang aja😭",bru nonton gpp gw mimpi ketemu orng muka ngrasa janggal aneh gw kalo mimpi feeling doang gw mimpi ketemu orng muka gw ingat ntah orang papas ntah ketemu dar kenal rl kdng bawa mimpi emng mimpi ketemu orng gajelas blur orngnya sebenernya ngarang
Kok aku pengen🤭,ken
KHW= Kisah Halu Wawak,kisah halu wawak
"Assalamu'alaikum nak Nadia beserrta team dan klrga.. 😊🙏
Saya ibu Hendriyati dari kota  TanjungPinang provinsi Kepulauan Riau menyapa... 😊🙏🙏
Mnrt sy crta ini sgt epik sekali, dimana Tiara bermimpi didatangi seorang pria yg tampan dan mengajak Tiara utk berkunjung kermh klrga pria tsb. Awalnya Tiara bingung krna dia tak mengensl pria tsb. Didlm mimpi tsb, Tiara ingin berpamitsnn dulu kpd neneknya agar neneknya tau klu Tiara pergi dgn pria tsb, alih2 neneknya muncul didepan pintu dan melihat pria tab, lgsg neneknya marah2 kpd pria tsb, dia mengatakan klu Tiara tdk boleh pergi dgn pria tsb. Nenek Tiara mengusir pria tsb. Wktu itu Tiara msh berumur 10 thn.. Pada saat Tiara berumur 12 thn, dia memimpikan hal yg sm. Pria tsb dtg lg dlm mimpi Tiara dan mengajak Tiara lg untuk pergi kermh klrganya lg tpditolak oleh Tiara. Menjelang menikah, Tiara dimimpikan lg kedatangan pria tampan  tsb. tp setelah mrniksh, Tiara tdk dimimpikan lg dgn sosok tsb. Tiarapun jadi tenang, krna tidak dimimpikan sosok tampan itu lg. Tp wktu Tiara hamil snak pertama, sosok tsb muncul lg, tp wajahnya sgt murung/sedih, krna Tiara menikah dgn org lain, bukan dgn dirinya. Pria tsb dtg dlm mimpi Tiara dgn baju yg lusuh,baju  dibagiann bahunya robek, Bgtu Tiara tersadar dari mimpinya, ia berteriak kpd susminya krna melihat darah yg bnyk sekaliyv kslhar dari daerah intimnya, Tiara dinyatskan keguguran oleh dokter yg menanganinya. bgtu juga kehamilan yg ke 2 dan ke 3,,Tars mengalami keguguran smpi 3x.
Akhirnya diputuskanlah urk liburan kermhmama dan nene Tiara. Wktu itu jam 11 mlm, Tiarapun betkemas2 spya besok pagi bisa brgkt awalkermh nenek daninunya yg lumayan kauh yg lumayan jauh, sekitar 23 km dari rmh Tiara. Sewsktu  Tiara betkemas, dia ketiduran dan bermimpi sosok laki2 tsb dtg lg dlm mimpinya dan mengajsk Tiara utk mendatsngi kmpngnya, pada saat itu Tiara pemasaran dgn pria tsb, akhirnya diapun setuju utk ikut dgn peis tsb.. Singkat crta, plngnya Tuara melihat air terjun dan pria tsb melihat klu Tiara menyukai air terjun tsb, lalu dia bertanys kpd Tiiara, apakah Tiara mau mampir ke air terjun tsb, Tiarapun menganggukksn kwpalanya. Air terjuntsb sgt jernih, Tiarapun lgsg terjun ke air tsb srnentara pria tsb hanya menunggu diatas batu,. kemudian Tiara menarik tgn pria tdb, akhirnya mrkapun sm2 teenun didlm air dan kemudian mrka melamukan hubungan intim didlm air tsb, hingga Tiarapun hsmil. Sementara dirmh, suaminya kehilangan Tiara, bingung setengah mati, kemudian dia menelpin ibu dan nenek Tiara, mrkapun semua pada bingung. Entah bagaimana vrtanya, Tiara smpi kermh neneknya yg jauhnya 23 km tsb.dlm keadaanbasah kuyub sekujur tubuhnya... Kemudian Tiara dibawa kermh sakit dan Tiara dinyatakan sedang hamil 3 minggu, anaknya kembar pula.. Ternyata Tiara sudah menghilang selama 8 hari , pdhal Tiara pergi cuma sbntr saja resanya...Anehnya suami Tiara bermimpi klh Tiara dibawa oleh pria tampan tsb entah kmna.... ada ksin kuning dsn jijau ktnya.. Tiarra terdiam krna tkt mau barterus tersng  kpd suaminta... 
Akhirnya anak kembar Tiarapun lahir, wajahnya mirip sosok pria tampan tsb. Yg ssya herankan wktu Tiara keguguran  3X tsb, kok anaknya bisa hidup ya? pdhal kan blm wktunya lahir? 
Semoga Tiara bisa hidup bahagia bersama suami tercintanya dan selalu dlm lindungan Allaah SWT.... Aamiin yaa Rabbal Aalaamiin.... 🤲🙏🙏😊
Buat nak Nadia beserta team dan klrga, tetap semangat ya, diberi kesehata yg baik, dibukakan pi tu rezeki ygluas dsn srlalu dlm lindungan Allaah SWT.... Aamiin yaa Rabbal Aalaamiin..... 🤲🙏💪😊",assalamualaikum nak nadia beserrta team klrga hendriyati kota tanjungpinang provinsi pulau riau sapa mnrt crta sgt epik mana tiara mimpi datang pria tampan ajak tiara utk kunjung kermh klrga pria tiara bingung mengensl pria didlm mimpi tiara berpamitsnn kpd nenek nenek tau klu tiara pergi pria alih nenek muncul depan pintu pria tab lgsg nenek marah kpd pria klu tiara pergi pria nenek tiara usir pria wktu tiara msh umur tiara umur mimpi pria mimpi tiara ajak tiara pergi kermh klrganya tpditolak tiara jelang meni tiara mimpi datang pria tampan mrniksh tiara mimpi sosok tiara tenang mimpi sosok tampan wktu tiara hamil snak sosok muncul wajah sgt murungsedih tiara meni orang pria mimpi tiara baju lusuhbaju dibagiann bahu robek bgtu tiara sadar mimpi teriak kpd susminya darah bnyk sekaliyv kslhar daerah intim tiara dinyatskan gugur dokter tangan bgtu hamil tars alami gugur smpi x putus urk libur kermhmama nene tiara wktu jam mlm tiara betkemas spya besok pagi brgkt awalkermh nenek daninunya lumayan kauh lumayan rmh tiara sewsktu tiara betkemas tidur mimpi sosok laki mimpi mengajsk tiara utk mendatsngi kmpngnya tiara pasar pria dia tuju utk peis singkat crta plngnya tuara air terjun pria klu tiara suka air terjun bertanys kpd tiiara tiara mampir air terjun tiara menganggukksn kwpalanya air terjuntsb sgt jernih tiara lgsg terjun air srnentara pria tunggu atas batu tiara tarik tgn pria tdb mrkapun teenun didlm air mrka melamukan hubung intim didlm air tiara hsmil dirmh suami hilang tiara bingung mati menelpin nenek tiara mrkapun bingung vrtanya tiara smpi kermh nenek jauh tsbdlm keadaanbasah kuyub kujur tubuh tiara bawa kermh sakit tiara nyata hamil minggu anak kembar tiara hilang pdhal tiara pergi sbntr resanyaanehnya suami tiara mimpi klh tiara bawa pria tampan kmna ksin kuning dsn jijau ktnya tiarra diam tkt barterus tersng kpd suaminta anak kembar tiara lahir wajah sosok pria tampan ssya heran wktu tiara gugur x anak hidup pdhal wktunya lahir moga tiara hidup bahagia suami cinta lindung allaah swt aamiin rabbal aalaamiin nak nadia serta team klrga semangat kesehata buka pi rezeki ygluas dsn srlalu lindung allaah swt aamiin rabbal aalaamiin
Kalau di Drakor ada extraordinary you,drakor extraordinary you
"Dari cerita ini aku jadi inget kalo dulu aku juga pernah mimpi berulang kaya dengan orang yang sama namun berbeda latar tempat,tapi muka orang itu gk kelihatan tapi dalam perasaan ku itu adalah orang yang sama,namun dalam mimpi itu aku tuh kaya di kejar-kejar sama orang itu dan aku pun berusaha menghindari orang itu dengan berlari sekencang-kencangnya,tapi untung nya meski sama dan berulang tapi gk berulang tiap hari juga paling kali² aja dan Alhamdulillah sekarang mah udah gk pernah lagi mimpi itu haha mungkin itu mah kan cuma bunga tidur",cerita inget kalo mimpi ulang orang beda latar tempattapi muka orang asa ku orang samanamun mimpi kejarkejar orang usaha hindar orang lari sekencangkencangnyatapi untung ulang ulang kali alhamdulillah mah mimpi haha mah bunga tidur
"Mirip sama  kisah ku dulu kk dari aku umur 10 tahun smpe skrng🥺,tapi stlah berobat ke org pintar  sekrng puji Tuhan udh GK pernah ketemu sama laki² itu wlau di sisi lain berat bgt rasanya mau ngelepasinnya",kisah ku kakak umur smpe skrngtapi stlah obat orang pintar sekrng puji tuhan ketemu laki wlau sisi berat banget ngelepasinnya
Gila bgt ini gua yang gila atau emang gua gila banget karna pengen jd Tiara? 😭,gila banget gua gila emang gua gila banget karna ken tiara
PART 2 NYAAA MANAAA PLISSSSS,nyaaa manaaa plisssss
Butuh part 2,butuh
kalau di jadiin Webtoon bagus ini 😭😭😭,jadiin webtoon bagus
"biasanya orang yang di sukai mahluk halus tu susah buat menikah/mendapatkan jodoh,tapi kok ini udh nikah masih di gangguin",orang suka mahluk halus susah menikahmendapatkan jodohtapi nikah gangguin
So sweet bgt kisah cintanya ama Pangeran Bayangan 😁,so sweet banget kisah cinta ama pangeran bayang
"Telat 2 taun nontonnya tapi aku agak kecewa juga sama endingnya.  Maksudnya, tiara kan sudah menikah, meskipun tidak ada pendengar yang mendengarkan kisah dia posisi tiara itu memiliki suami di dunia nyata. Kasian suaminya juga, meskipun nanti ujungnya bertengkar kalau tiara cerita tapi kan memang salah juga, bahkan tiara saja menganggap sosok itu ""pacar"" Tiara. Tapi meskipun begitu ya itu kisah tiara, sebagai pendengar kisah ini hanya dapat mengambil pelajarannya. Memperkuat iman kita agar tidak mudah terbuai hasuran jin dan setan juga memberanikan diri bercerita",telat taun nontonnya kecewa endingnya maksud tiara meni dengar dengar kisah posisi tiara milik suami dunia nyata kasi suami ujung tengkar tiara cerita salah tiara anggap sosok pacar tiara kisah tiara dengar kisah ambil ajar kuat iman mudah buai hasuran jin setan berani cerita
ngeri ih hamil amaa jin😭,ngeri ih hamil amaa jin
Kak ini lanjutannya gmn,kak lanjut gmn
cerita ubol😂,cerita ubol
Aku seneng banget liat Video kakak,neng banget lihat video kakak
Kerennn ini mah bikin si pendengar terbawa dlm cerita jadi ikutan berfantasi... Rasanya mungkin ada takutnya tp ada senengnya jg sih... Andai itu nyata.. Bahagia kali dicintai seorang pangeran.. 🤭,kerennn mah bikin si dengar bawa cerita ikut fantasi takut neng andai nyata bahagia kali cinta pangeran
Maaf kk nad tpi aku kecanduan sama video yang ini sampe 5 kali nonton 😮,maaf kakak nad candu video sampe kali nonton
Knp saya merinding ya dgr cerita ini smpe brp kali,merinding dgr cerita smpe kali
Tapi jujur ya . aku mngkin bakal milih hidup di alam lain kali dari pada dunia ini😢😢,jujur mngkin milih hidup alam kali dunia
Mirip film pengantin setan ga si yg di peranin erika carlina,film pengantin setan si peranin erika carlina
"Aku kasian bagaimana perasaan suaminya kalau mengetahui ini ,aku gelisah sendiri memikirkan Ini 😅😅😅😅😅😅",kasi asa suami gelisah pikir
Perasaan suaminya gimana💔,asa suami gimana
Plisss ini keadaan suami nya bagaimana? Terus biasanya si mba tiara pasti jelas udah sprti gk normal lagi mgkin wak.. ya Allah... bagaimana wak kelanjutan keluarga mereka...,plisss suami si mba tiara sprti normal mgkin wak allah wak lanjut keluarga
"Penasaran mukanya si Tiara ni gimana?,sama pengen liat foto tanda 3 jari itu",penasaran muka si tiara gimanasama ken lihat foto tanda jari
"in another life, semoga tiara sama cowo tampan itu bisa bersama 🫶🏻🥹",in another life moga tiara cowo tampan
sereh baget suka ceritanya 🙏,sereh baget suka cerita
"Pendapatku sih si pria tampan itu emang tampan bukan syaiton yg dpat menyerupai wujud , tapi dia itu jin yang di mana memang sama dengan manusia tetapi di dunia berbeda karena dalam Islam Allah SWT menciptakan jin malaikat manusia ib... Dan syaiton nah kemungkinan besar yg d dalam mimpi Tiara itu jin karena jin itu mirip seperti manusia dan jin memiliki keluarga orang tua kampung dan perasaan hanya saja beda dunia sementara syaiton memiliki beberapa perbedaan dgn jin tetapi sebangsa dgn jin",dapat si pria tampan emang tampan syaiton dpat rupa wujud jin manusia dunia beda islam allah swt cipta jin malaikat manusia ib syaiton mimpi tiara jin jin manusia jin milik keluarga orang tua kampung asa beda dunia syaiton milik beda jin bangsa jin
Kyknya cerita ini di karang sendiri sm mbaknya 😂😂,kyknya cerita karang mbak
Semangat KK nad 😅 bikin konten 😊,semangat kakak nad bikin konten
"Sampaikan sa mba nad sama tiara, benci kali aku sama dia",sa mba nad tiara benci kali
dari semua pidio mba nadia cuma cerita ini yang aku 100% tidak percaya cerita sitiara,pidio mba nadia cerita percaya cerita sitiara
Wajah anaknya seperti apa?,wajah anak
nungguin part duanya😭,nungguin dua
"Nyesek banget jadi suaminya , ke 3 anaknya diambil istrinya dilecehkan sampai diberikan keturunan, setelah itu suaminya ditugaskan untuk menafkahi anak"" dari laki"" didunia lain itu🥲",nyesek banget suami anak ambil istri leceh turun suami tugas nafkah anak laki dunia
"Aku pernah kak. Bnr sama sh, cuman gw kn cwo, dia itu cwo. Sumpah mimpi hampir 2 bulan lebih berlanjut lho. Nah ada satu momen dimana aku ragu dan bilang 

(Namanya) kalau kamu disini, tolong kasih aku petanda, aku percaya dirimu hadir disampingku, tolong. 

Trus dia berkata jika kamu percaya akan dirimu, aku percaya bahwa dirimu bisa menjalani hidup yang penuh cobaan 

(Sebelumnya memang hari itu aku memiliki problem yang dimana aku itu harus disidang, cuman setelah aku mimpi itu. Persidangan itu gk datang! Justru lenyap kn heran, bahkan sang penyelenggara persidangan nuntut jangan bahas kasus ini lagi. Kek waw dijawab instan) ada beberapa part bikin aku keingat akan diriku sendiri. 

Mimpi berlanjut, suasananya nyata bgt hingga merasakan tubuh dia (dalam artian berpelukan sebatas rndu aj)

Dan fuct nya, dia akan selalu datang dikala aku kesepian karna dia memilh diriku ada alasannya lho

Apa itu? 

3S! 
Seda**h, Sebang**, dan **nasib! (Susun kata sendiri, nanti kalian menemukan cluenya)",kak bnr sh cuman gw kn cwo cwo sumpah mimpi lanjut lho momen mana ragu bilang nama tolong kasih tanda percaya diri hadir samping tolong percaya diri percaya diri jalan hidup penuh coba milik problem mana sidang cuman mimpi sidang lenyap kn heran sang selenggara sidang nuntut bahas waw instan bikin ingat diri mimpi lanjut suasana nyata banget rasa tubuh arti peluk batas rndu aj fuct kala sepi karna memilh diri alas lho s dah bang nasib susun temu cluenya
serem iihh,rem iihh
"Kak tolong ini gimana yaa .. aku juga ada di kasih tanda milik sma 2 jin yang katanya suka sma ku, udah 2 minggu ini belum ilang dan ga pudar juga, tandanya di jari tengah dengan inisial huruf. Waktu itu tiba-tiba tanganku keangkat sendri dan pas sadar udah ada tanda itu, pas aku tanya sma kakaku rupanya nampak. Aku bisa sdikit komunikasi sma mreka katanya itu tanda milik yang ngbuat manusia ataupun jin lain gabisa deketin atau sukai aku. Sebenarnya ceritanya ckup kompleks dan agak susah buat aku ceritain. Satu sisi aku takut dan satu sisi aku gabisa buat masalah dlu sma mreka karna aku juga lagi dalam proses pengobatan yang kalau bermasalah sma mreka takut ngbuat sakitku kambuh dan makin parah. Aku kejebak banget rasanya.",kak tolong gimana kasih tanda milik jin suka ku minggu ilang pudar tanda jari inisial huruf tibatiba tangan angkat sendri pas sadar tanda pas kakaku nampak sdikit komunikasi mreka tanda milik ngbuat manusia jin gabisa deketin suka cerita ckup kompleks susah ceritain sisi takut sisi gabisa dlu mreka karna proses obat masalah mreka takut ngbuat sakit kambuh parah jebak banget
pgn liat anak kembarny ihh,pgn lihat anak kembarny ihh
Jin dasim gak sih,jin dasim
"Aku juga pernah ngalamin mimpi yg sama, 3 kali berturut turut kak nad,
Yg pertama, aku mimpi di datengin sama laki2 kaya dari kerajaan zaman belanda gitu kak, dia tinggi, kulit nya putih bersih, ganteng, jelas. Rambut nya ikal, dia pakai baju batik warna hijau ungu gitu,
Di mimpi yg pertama itu dia datang, duduk di depan ku, ngasih aku gelang perak dengan permata nya warna ungu, aku ambil gelang itu, aku pakai,
Di mimpi yg ke dua dia dtg lagi, duduk lagi di depanku, ngasih aku cincin dengan permata yg sama lagi warna ungu,
Di mimpi yg ke tiga, dia dtg, trus nembung ke nenek aku, (krn aku tinggal sama nenek)
Dia bilang, dia mau bawa aku boleh apa gak gitu,,
Untung nya nenek aku jawab, kalo nenek mah terserah dia(aku), kalo dia nya mau ya silahkan, tp kalo dia g mau ya jangan di paksa,
Dia langsung nengok ke aku, saat itu aku geleng2 tanda aku g mau, dan setelah itu aku g pernah mimpiin dia lagi,
Tp kalo dr penerawangan ""orang pintar"" kata nya dia sampe saat ini masih suka nengokin aku dr kejauhan,,",ngalamin mimpi kali kak nad mimpi datengin laki raja zaman belanda kak kulit putih bersih ganteng rambut ikal pakai baju batik warna hijau ungu mimpi duduk ku ngasih gelang perak permata warna ungu ambil gelang pakai mimpi duduk depan ngasih cincin permata warna ungu mimpi nembung nenek tinggal nenek bilang bawa untung nenek kalo nenek mah serah diaaku kalo silah kalo g paksa langsung nengok geleng tanda g g mimpiin kalo terawang orang pintar sampe suka nengokin jauh
